osm_id,name,surveillance_type,opening_hours,latitude,longitude,osm_type
node/1152261733,Kenny Rogers Roaster,fast_food,24/7,14.6351719,121.0330315,node
node/1157622622,Jollibee,fast_food,24/7,14.6547359,121.0296195,node
node/1185637969,Mang Inasal,fast_food,24/7,14.639918,121.0165756,node
node/1203901795,Chowking,fast_food,24/7,14.6329528,121.0200045,node
node/1217111508,Binalot,fast_food,24/7,14.5724058,120.98321,node
node/1247154870,Pancit Malabon,fast_food,24/7,14.6488786,121.0282721,node
node/1247154916,Ersao,fast_food,24/7,14.6489328,121.0282845,node
node/1266288917,Rufo's Famous Tapa,fast_food,24/7,14.6090921,121.0803559,node
node/1278026430,Jollibee,fast_food,24/7,14.6042397,120.9818061,node
node/1278026432,Chowking,fast_food,24/7,14.6039075,120.9817994,node
node/1278908791,Jollibee,fast_food,24/7,14.5989534,120.9822962,node
node/1278908807,KFC,fast_food,24/7,14.598833,120.9832319,node
node/1293071639,Food Station,fast_food,24/7,14.6529715,121.0181303,node
node/1293342139,Turks,fast_food,24/7,14.5814332,121.0123205,node
node/1293376102,Chowking,fast_food,24/7,14.5785844,120.9948432,node
node/1293376115,Mang Inasal,fast_food,24/7,14.5783729,120.9943126,node
node/1293376136,Jollibee,fast_food,24/7,14.5785658,120.9947567,node
node/1293376151,McDonald's,fast_food,24/7,14.5792658,120.9954069,node
node/1302736742,Jollibee,fast_food,24/7,14.6166923,120.9826031,node
node/1308542984,Project Pie,fast_food,24/7,14.6295593,121.0339837,node
node/1323393739,Wai Ying Fastfood,fast_food,Mo-Su 07:00-22:00,14.6072722,120.9783764,node
node/1361586796,Mang Inasal,fast_food,24/7,14.5586369,120.9847825,node
node/1373407813,Partners Pares,fast_food,24/7,14.6338307,121.0181644,node
node/1405518149,Jollibee,fast_food,24/7,14.6109452,121.0538625,node
node/1415897682,Andok's,fast_food,24/7,14.632131,120.9797445,node
node/1415902495,Mang Inasal,fast_food,24/7,14.6321735,120.9794975,node
node/1422661808,KFC,fast_food,24/7,14.6176209,121.0022128,node
node/1422661810,Chowking,fast_food,24/7,14.6177021,121.0023924,node
node/1423129470,Jollibee,fast_food,24/7,14.6128877,120.9894577,node
node/1423129484,McDonald's,fast_food,24/7,14.6129966,120.9899053,node
node/1423835452,Avila Lutong Kapampangan,fast_food,24/7,14.589238,120.9852616,node
node/1476880725,Burger Machine,fast_food,24/7,14.628564,121.0337085,node
node/1501266701,Angel's Pizza,fast_food,24/7,14.6013576,120.9893899,node
node/1501266703,Jollibee,fast_food,24/7,14.6029058,120.9859072,node
node/1540288387,Nitz Restaurant,fast_food,24/7,14.5741458,120.9905591,node
node/1541082571,Big Guys Pizza,fast_food,24/7,14.6034032,121.0790047,node
node/1541082585,Kowloon House,fast_food,24/7,14.6030865,121.0790444,node
node/1553368990,AlynnaEm Tapsilugan,fast_food,24/7,14.6294691,120.982691,node
node/1576882419,McDonald's,fast_food,24/7,14.6077306,121.0790219,node
node/1590273120,La Mesa Inasal,fast_food,24/7,14.572721,120.9910981,node
node/1590273144,Sinangag Express,fast_food,24/7,14.5739511,120.9901317,node
node/1599666791,Army Navy,fast_food,24/7,14.5592695,120.9845945,node
node/1599666795,Yellow Cab Pizza,fast_food,24/7,14.5592413,120.9846085,node
node/1615242782,Safe Spot,fast_food,24/7,14.6425417,121.0395085,node
node/1624722626,Jollibee,fast_food,24/7,14.6070108,121.0029762,node
node/1627781273,Papa John's,fast_food,24/7,14.634234,121.035032,node
node/1688080396,KFC,fast_food,24/7,14.6084488,121.0805115,node
node/1688080420,Frankie's,fast_food,24/7,14.6095299,121.0806005,node
node/1707923265,Amber,fast_food,24/7,14.6292939,121.0338765,node
node/1707923292,Chic-Boy,fast_food,24/7,14.6377566,121.0277675,node
node/1707923372,Teriyaki Boy,fast_food,24/7,14.6287378,121.0342953,node
node/1723109695,Dell's Food Hall,fast_food,24/7,14.6101183,121.0812914,node
node/1723109704,Goodah,fast_food,24/7,14.6101242,121.0809862,node
node/1723253551,Jollibee,fast_food,24/7,14.6664841,121.0711119,node
node/1732605867,Max's,fast_food,24/7,14.6280507,121.0041568,node
node/1732605877,Jollibee,fast_food,24/7,14.6276989,121.0043516,node
node/1740306400,Chowking,fast_food,24/7,14.5643659,120.9945373,node
node/1740377672,Mang Inasal,fast_food,24/7,14.5630136,120.9952798,node
node/1753504475,Jollibee,fast_food,24/7,14.5752293,120.9865086,node
node/1753547035,Army Navy,fast_food,24/7,14.5750833,120.9804717,node
node/1884931942,D' Amburger Gastro Pub,fast_food,24/7,14.6103059,121.0371862,node
node/1884931963,Red Buffalo Wings & Pizza,fast_food,24/7,14.6106719,121.0371088,node
node/1910942282,Jollibee,fast_food,24/7,14.6257541,120.9874889,node
node/1910942283,Chowking,fast_food,24/7,14.625819,120.987446,node
node/1913725436,Burger,fast_food,24/7,14.5988885,120.9855339,node
node/1913725439,Delicious,fast_food,24/7,14.5977228,120.9842034,node
node/1931786096,Tianlala,fast_food,24/7,14.6052193,120.9881005,node
node/1931786098,Mang Inasal,fast_food,24/7,14.6052544,120.9881501,node
node/1931786099,Greenwich,fast_food,"Mo-Su,PH 10:00-21:00",14.6050841,120.9880421,node
node/1931806254,Jollibee,fast_food,24/7,14.6331957,121.0202917,node
node/1931806295,Dunkin' Donuts,fast_food,24/7,14.6331464,121.0203236,node
node/1943723525,McDonald's,fast_food,24/7,14.6029368,120.9838096,node
node/1959929965,Manang's Chicken,fast_food,24/7,14.6289696,121.0342346,node
node/1974698440,Joy & Joan Eatery,fast_food,24/7,14.6007427,120.9856538,node
node/1974698441,K.G.W.D. Abel Ihaw-Ihaw,fast_food,24/7,14.6007439,120.9857131,node
node/1974746072,Goto Beef Beep,fast_food,24/7,14.6028628,120.9853641,node
node/1974746073,Janine Eatery,fast_food,24/7,14.6022023,120.9857808,node
node/1974746500,Hong Kong Noodle & Dimsum House,fast_food,24/7,14.5992046,120.9839937,node
node/1974756754,Chowking,fast_food,24/7,14.5987441,120.9825553,node
node/1974808785,Jollibee,fast_food,24/7,14.5986278,120.9833625,node
node/1974822653,Safe Spot,fast_food,24/7,14.6006473,120.9868505,node
node/1974822654,Safe Spot,fast_food,24/7,14.6006542,120.98682,node
node/1974822655,Safe Spot,fast_food,24/7,14.6006627,120.9867857,node
node/1974827574,Chock Pot,fast_food,24/7,14.6004396,120.9851828,node
node/1983770718,Icebergs,fast_food,24/7,14.5587332,120.9840293,node
node/1983770750,The Chicken Rice Shop,fast_food,24/7,14.5589731,120.9845814,node
node/2002217532,Dunkin',fast_food,24/7,14.5988785,120.9833183,node
node/2005886818,Jollibee,fast_food,24/7,14.6006339,121.0000243,node
node/2013598491,Chowking,fast_food,24/7,14.5599608,120.9891754,node
node/2076842350,KFC,fast_food,24/7,14.6011782,120.9889194,node
node/2076842351,Dimsum Treats,fast_food,24/7,14.6011172,120.9891205,node
node/2104618152,Quiznos,fast_food,24/7,14.6106115,121.0801072,node
node/2143784842,Sr. Pedro,fast_food,24/7,14.5979271,120.9848301,node
node/2168509454,Ersao,fast_food,24/7,14.6236685,121.031785,node
node/2210947675,Jollibee,fast_food,24/7,14.613583,121.0346143,node
node/2214377728,Maong's Grill,fast_food,24/7,14.6474896,121.064215,node
node/2310997144,Tapa King,fast_food,24/7,14.6101527,121.0808459,node
node/2321524276,Mang Inasal,fast_food,24/7,14.5982246,120.9815602,node
node/2354508461,NVS Carinderia,fast_food,24/7,14.6007249,120.9870708,node
node/2361253245,Army Navy,fast_food,"Mo-Fr 00:00-24:00; Sa,Su 07:00-23:00",14.6099344,121.0813712,node
node/2394631553,Burger King,fast_food,24/7,14.5642654,120.9945891,node
node/2408396490,Andok's,fast_food,24/7,14.5860075,121.002296,node
node/2423892628,Wendy's,fast_food,24/7,14.6082652,121.0806175,node
node/2528403111,The Sandwich Guy,fast_food,24/7,14.6113114,121.036319,node
node/2547334367,J.Co,fast_food,24/7,14.6492655,121.0746897,node
node/2559132709,Famous Belgian Waffles,fast_food,24/7,14.6096132,121.0813208,node
node/2559132713,Zark's Burger,fast_food,24/7,14.6100907,121.0812379,node
node/2575086705,Chowking,fast_food,24/7,14.6430753,121.0387009,node
node/2575086715,Jollibee,fast_food,24/7,14.643033,121.0387949,node
node/2575086724,Tokyo Tokyo,fast_food,24/7,14.6424486,121.0393053,node
node/2591152876,Kanzen Sushi Roll,fast_food,24/7,14.633613,121.0305218,node
node/2599242486,Andok's,fast_food,24/7,14.6121606,121.0315238,node
node/2674513561,McDonald's,fast_food,24/7,14.6277287,121.0644299,node
node/2683402702,TGS Fastfoods,fast_food,24/7,14.6420124,121.0783419,node
node/2683720274,Señor Liempo,fast_food,24/7,14.6070228,121.0791896,node
node/2838907508,Jollibee,fast_food,24/7,14.6005115,120.9810158,node
node/3212357906,Jollibee,fast_food,24/7,14.6756342,121.0325433,node
node/3365347756,Khas Food House,fast_food,24/7,14.6589419,121.0721041,node
node/3407049894,Mazza Shawarma,fast_food,24/7,14.6101253,121.0812152,node
node/3407049895,Hot Star,fast_food,24/7,14.6099153,121.0814445,node
node/3419087746,Fit Burger,fast_food,24/7,14.6077984,121.0816248,node
node/3539063093,Jollibee,fast_food,open,14.6313627,121.0343066,node
node/3539064593,Octoboy,fast_food,24/7,14.6310558,121.0347478,node
node/3595642102,KFC,fast_food,24/7,14.6057716,120.9881415,node
node/3595780134,Dimsum Treats,fast_food,24/7,14.6394738,121.0742743,node
node/3595952192,Mang Inasal,fast_food,24/7,14.6234408,121.0082388,node
node/3597990752,McDonald's,fast_food,24/7,14.6005802,120.9909312,node
node/3598047866,Raloy's,fast_food,24/7,14.6044689,120.9884082,node
node/3600098398,Elconal Photo Services;Lugawan ni Carlos,fast_food,24/7,14.6045927,120.9883138,node
node/3600640400,BJM Eatery,fast_food,24/7,14.6026095,120.9905404,node
node/3600640404,Dimsum Treats,fast_food,24/7,14.603254,120.9902662,node
node/3600640406,Estee's Lutong Bahay,fast_food,24/7,14.602652,120.9905196,node
node/3600640407,Marshal Eatery,fast_food,24/7,14.6026965,120.9905036,node
node/3601500899,CRS Fastfood,fast_food,24/7,14.6035364,120.9900159,node
node/3601505755,Teka Muna Diner,fast_food,Mo-Su 09:00-24:00,14.6037071,120.9900879,node
node/3601536661,Rice in a Box,fast_food,24/7,14.6038197,120.988015,node
node/3601536662,Jollibee,fast_food,24/7,14.6038776,120.9877251,node
node/3601536666,Public Food Hub,fast_food,24/7,14.6037673,120.9880629,node
node/3601552375,Chef-O,fast_food,24/7,14.6048021,120.9881074,node
node/3601553171,Safe Spot,fast_food,24/7,14.6052953,120.988599,node
node/3601558524,Mack's seyer Cuisine,fast_food,24/7,14.6037956,120.989058,node
node/3602041320,Ersao,fast_food,24/7,14.6083376,120.9757635,node
node/3602050293,Jollibee,fast_food,24/7,14.6124425,120.9764804,node
node/3602054941,Jollibee,fast_food,24/7,14.6009487,120.9733027,node
node/3602628002,Love Desserts,fast_food,24/7,14.7062145,121.0730825,node
node/3602653038,Jollibee,fast_food,24/7,14.6333358,121.0185751,node
node/3604457893,Jollibee,fast_food,24/7,14.6063353,120.9698209,node
node/3622968024,Papa John's,fast_food,24/7,14.6326352,121.0018611,node
node/3677176625,Burger Machine,fast_food,24/7,14.6306993,121.0410897,node
node/3907936491,Gourmet Farms Express,fast_food,24/7,14.6091107,121.0794085,node
node/3908187238,Army Navy,fast_food,24/7,14.6205491,121.0546046,node
node/3908187239,Inasal Chicken Bacolod,fast_food,24/7,14.6210922,121.0543327,node
node/3908187241,BonChon,fast_food,24/7,14.621265,121.0542462,node
node/3908187245,Mang Inasal,fast_food,24/7,14.6184451,121.055626,node
node/3908187251,Zark's Burger,fast_food,24/7,14.6206966,121.0545143,node
node/3933198306,Empanada MiMi,fast_food,Mo-Fr 09:00-18:00; Su 02:00-18:00; Sa 05:30-19:00,14.635615,121.0561928,node
node/4066446083,Sushi Foodie,fast_food,24/7,14.5753708,120.9807989,node
node/4111666632,Greenwich,fast_food,24/7,14.598867,120.9818061,node
node/4120170199,June-Nairah Halal Food,fast_food,24/7,14.5965745,120.984626,node
node/4158952990,McDonald's,fast_food,24/7,14.6211008,121.0634964,node
node/4158972802,Mang Inasal,fast_food,Mo-Su 10:00-22:00,14.6211693,121.063636,node
node/4175638207,Mang Inasal,fast_food,24/7,14.6115029,120.9951198,node
node/4214557589,Mang Inasal,fast_food,Mo-Su 09:00-18:00,14.5998147,120.9907977,node
node/4242562885,Jollibee,fast_food,24/7,14.5916839,121.0590675,node
node/4265808395,Baliwag Lechon,fast_food,24/7,14.7052494,121.0524,node
node/4270773889,McDonald's,fast_food,24/7,14.5998382,120.9797319,node
node/4271975893,Mang Inasal,fast_food,24/7,14.6802204,121.0187833,node
node/4306835646,Chowking,fast_food,24/7,14.6009848,121.0494079,node
node/4320421999,Elar's Lechon,fast_food,24/7,14.6195956,121.0034059,node
node/4364588097,Binalot,fast_food,24/7,14.5875202,120.9959721,node
node/4364718191,Tokyo Tokyo,fast_food,24/7,14.5872731,120.9960992,node
node/4364876091,McDonald's,fast_food,24/7,14.6220413,121.0538324,node
node/4501930990,Burger King,fast_food,Mo-Su 06:00-24:00,14.6223767,121.0547836,node
node/4550086789,Chowking,fast_food,24/7,14.5813613,121.0121202,node
node/4577518490,Mang Inasal,fast_food,24/7,14.6197279,120.9850617,node
node/4619897391,Army Navy,fast_food,24/7,14.5816882,120.9829872,node
node/4662951546,Jollibee,fast_food,24/7,14.6046453,120.9742633,node
node/4698359089,McDonald's,fast_food,Mo-Su 06:00-22:00,14.5928223,120.9777639,node
node/4918585322,KFC,fast_food,24/7,14.592777,120.9728899,node
node/5001825492,mc.Poldo jr.'s Boodle fight,fast_food,Tu-Su 11:00-22:00,14.5998679,120.9644981,node
node/5045357064,Dunkin',fast_food,24/7,14.6332351,121.0413935,node
node/5045645564,Dunkin' Donuts,fast_food,24/7,14.6166628,121.0391481,node
node/5046749626,Mister Donut,fast_food,24/7,14.6190357,121.053607,node
node/5049724901,Chooks to Go,fast_food,24/7,14.6384897,121.0308936,node
node/5095639859,Yellow Cab Pizza,fast_food,24/7,14.6186235,121.05624,node
node/5225147364,Domino's,fast_food,10:00-24:00,14.5641323,120.9946505,node
node/5233457941,Sisig Hooray!,fast_food,24/7,14.6392443,121.0309461,node
node/5233461605,Country Chicken House,fast_food,24/7,14.6386534,121.0304923,node
node/5314643822,Dunkin' Donuts,fast_food,24/7,14.7062137,121.0731313,node
node/5318069724,Jollibee,fast_food,24/7,14.5966829,120.9828163,node
node/5432826727,Mister Donut,fast_food,24/7,14.6716461,121.0794239,node
node/5541961921,McDonald's,fast_food,24/7,14.7062614,121.0595176,node
node/5767004253,Safe Spot,fast_food,24/7,14.6715209,121.079783,node
node/5784043496,Safe Spot,fast_food,Mo-Su 03:00-10:00,14.589515,121.0178474,node
node/5861287114,Dairy Queen,fast_food,24/7,14.6221579,121.05377,node
node/5900371649,Pizza Hut Express,fast_food,24/7,14.6233914,121.028113,node
node/5907760092,Greenwich,fast_food,Mo-Su 08:00-22:00,14.581645,121.0118605,node
node/5933862586,Mang Inasal,fast_food,24/7,14.6025268,120.9706006,node
node/5933862587,Chowking,fast_food,24/7,14.6024409,120.9705146,node
node/5933862588,Jollibee,fast_food,24/7,14.6023557,120.9704271,node
node/5933894085,Chowking,fast_food,24/7,14.6181441,120.971462,node
node/5987103987,Mang Inasal,fast_food,24/7,14.6056085,120.9706479,node
node/5987133285,Jollibee,fast_food,09:00-21:00,14.6056933,120.9710664,node
node/6003413385,McDonald's,fast_food,24/7,14.6177243,120.9871391,node
node/6187168148,Mang Inasal,fast_food,24/7,14.6028489,121.015086,node
node/6207141185,Chowking,fast_food,24/7,14.6754687,121.0325358,node
node/6235945507,Vege Select,fast_food,Mo-Su 07:00-19:00,14.6012313,120.9761949,node
node/6272553542,J.Co,fast_food,24/7,14.6330937,121.0347973,node
node/6284178685,3 EJ's Eatery,fast_food,24/7,14.6967198,121.0943755,node
node/6284510886,Chick 'n Juicy,fast_food,24/7,14.6967522,121.091046,node
